QuesID,    AnsCount,    QuesTitle
39640936,2,parsing a dictionary in a pandas dataframe cell into new row cells (new columns)
39578866,1,how to add a row to a Datetime Multiindex Panda Dataframe
39559054,2,Append row with counts in PANDAS
