QuesID,    AnsCount,    QuesTitle
39710903,1,pd.read_html() imports a list rather than a dataframe
39668851,1,How to create a pandas &quot;link&quot; (href) style?
39599802,1,Python Conditionally Add Class to &lt;td&gt; Tags in HTML Table
39537957,0,BeautifulSoup table object with rowspan to pandas dataframe
