QuesID,    AnsCount,    QuesTitle
39727129,1,How to remove rows with duplicates in pandas dataframe?
39658574,2,How to drop columns which have same values in all rows via pandas or spark dataframe?
39555127,3,Python deduplicate records - dedupe
